,StartDate,EndDate,ResponseId,Artist,Art_practice,Purchase_art,Professional_artist,AI_models_familiarity,Used_AI_art_models,Styleof_ownedby_AI_user,Styleof_ownedby_OG_artist,Styleof_ownedby_AI_company,Fair_compensation_tax_text,Required_disclosure,AI_pos_development_4art,AI_threat_2art_workers,Age,POC,Gender_identity,compensation_I_dont_need_profit,compensation_Other,compensation_donate_to_trainer,compensation_flat_fee,compensation_nocomp_but_no_forprofit,compensation_nocompt_noprofit4anyone,compensation_not_comfortable_with_any_listed_options,compensation_portion_from_derivatives,compensation_portion_from_model_creators,compensation_portion_of_any_profit_made,compensation_tax
109,2023-09-15 12:47:55,2023-09-15 12:49:52,R_2roO1cb4WbM7kx5,Somewhat,craft,Yes,Yes,AI art generally,No,1.0,,1.0,,3.0,1.0,3.0,30-49,No,Male,False,False,False,False,False,False,False,False,True,False,False
110,2023-09-15 12:47:47,2023-09-15 12:50:00,R_1ghx4L8hvsY5r1o,Somewhat,music,No,No,AI art generally,No,,,,,,,,18 - 29,Yes,Male,False,False,False,False,False,False,False,False,True,False,False
111,2023-09-15 12:48:09,2023-09-15 12:50:39,R_27BcTk89j6nViyA,Yes,Photography,Yes,Yes,AI art generally,Yes,3.0,,,,,,3.0,30-49,No,Male,False,False,True,False,False,False,False,False,False,False,False
112,2023-09-15 12:48:18,2023-09-15 12:50:43,R_1BOZv3cuufqwn4j,Yes,paint,Yes,Yes,AI_Deeplearning_GANS,Yes,,,,,,3.0,,30-49,Yes,Male,False,False,True,False,False,False,False,False,False,False,False
113,2023-09-15 12:47:20,2023-09-15 12:50:43,R_1C3X5zTICk0OtJD,Yes,paint,Yes,Yes,AI art generally,Yes,3.0,,2.0,,1.0,2.0,2.0,30-49,No,Male,False,False,True,False,False,False,False,False,False,False,False
114,2023-09-15 12:48:50,2023-09-15 12:50:57,R_xt6k5Lhz94G1GsV,Yes,illustration,Yes,No,text to image,No,3.0,3.0,2.0,,1.0,3.0,1.0,18 - 29,No,Male,False,False,False,False,False,False,False,False,False,True,False
115,2023-09-15 12:47:09,2023-09-15 12:51:05,R_5pdwz9IzYVw67Sx,Yes,music,No,Yes,AI_Deeplearning_GANS,No,3.0,3.0,3.0,,3.0,3.0,,30-49,No,Male,False,False,True,False,False,False,False,False,False,False,False
116,2023-09-15 12:47:04,2023-09-15 12:51:12,R_21EPmpcPqBe4PGI,Yes,paint,Yes,No,AI art generally,No,1.0,1.0,1.0,,3.0,3.0,1.0,50-64,Yes,Male,False,True,False,False,False,False,False,False,False,False,False
117,2023-09-15 12:45:20,2023-09-15 12:51:16,R_3qgQBJsJALQZEv9,Somewhat,Photography,Yes,No,AI_Deeplearning_GANS,No,2.0,1.0,1.0,,3.0,1.0,,50-64,No,Male,False,False,False,False,False,False,False,True,False,False,False
118,2023-09-15 12:47:07,2023-09-15 12:51:29,R_21HajwKw7P2mNKw,Yes,paint,Yes,Yes,AI art generally,Yes,1.0,2.0,1.0,,,2.0,3.0,30-49,No,Male,False,False,False,False,True,False,False,False,False,False,False
119,2023-09-15 12:48:37,2023-09-15 12:51:36,R_211eHyRk4rgAnyz,Yes,paint,Yes,No,AI art generally,No,3.0,3.0,3.0,,3.0,1.0,3.0,30-49,No,Male,False,False,False,True,False,False,False,False,False,False,False
120,2023-09-15 12:48:39,2023-09-15 12:51:50,R_AM0GULR7cMtQSJj,Somewhat,not artist,No,No,AI art generally,Yes,2.0,1.0,1.0,,,,1.0,18 - 29,No,Male,False,False,False,False,True,False,False,False,False,False,False
121,2023-09-15 12:48:26,2023-09-15 12:51:57,R_2frG8UWUSFMOkfT,Yes,paint,Yes,Yes,AI art generally,Yes,3.0,3.0,1.0,,3.0,2.0,2.0,30-49,No,Male,False,False,False,False,False,False,False,False,False,True,False
122,2023-09-15 12:49:17,2023-09-15 12:52:14,R_2c8cg7LRTI1xQli,Yes,paint,Yes,Yes,AI art generally,Yes,,,,,3.0,1.0,,30-49,Yes,Male,False,False,False,True,False,False,False,False,False,False,False
123,2023-09-15 12:44:40,2023-09-15 12:52:20,R_vDC1nuTJ5dkYm2J,Yes,writing,Yes,No,AI art generally,Yes,1.0,1.0,1.0,,,2.0,,30-49,Yes,Male,True,False,False,False,False,False,False,False,False,False,False
124,2023-09-15 12:49:14,2023-09-15 12:52:32,R_1F8tVL3mHSCCUSw,Yes,paint,Yes,Yes,AI_Deeplearning_GANS,No,,3.0,,,,1.0,3.0,18 - 29,Yes,Male,False,False,True,False,False,False,False,False,False,False,False
125,2023-09-15 12:46:29,2023-09-15 12:52:46,R_R9NgBtJitR0BhIt,Somewhat,Photography,Yes,No,AI art generally,Yes,1.0,1.0,1.0,,2.0,1.0,,50-64,No,Male,False,False,False,False,True,False,False,False,False,False,False
126,2023-09-15 12:49:39,2023-09-15 12:52:55,R_2q1K7QbSw6iTNbB,Yes,Photography,No,Yes,AI art generally,No,2.0,2.0,2.0,,3.0,2.0,3.0,65 or older,No,Male,True,False,False,False,False,False,False,False,False,False,False
127,2023-09-15 12:51:00,2023-09-15 12:53:24,R_NWT1PoB8lEUH2gN,Somewhat,paint,No,Prefer not to respond,AI_Deeplearning_GANS,No,,2.0,,,,2.0,,30-49,Yes,Male,False,False,False,False,False,False,False,False,True,False,False
128,2023-09-15 12:49:15,2023-09-15 12:53:31,R_2ta2StPtbGX7GJR,Yes,paint,Yes,No,text to image,Yes,,1.0,,,2.0,3.0,1.0,50-64,No,Male,False,False,False,False,False,False,False,False,False,True,False
129,2023-09-15 12:50:44,2023-09-15 12:53:32,R_330WH9BGfrgBLdx,Yes,paint,Yes,Yes,AI art generally,Yes,,,,,,,3.0,30-49,Yes,Male,False,False,False,False,True,False,False,False,False,False,False
130,2023-09-15 12:49:16,2023-09-15 12:53:35,R_2yd81zTS53Hnrlj,Somewhat,writing,Yes,No,AI art generally,Yes,,2.0,1.0,,2.0,,3.0,30-49,No,Male,False,False,False,False,False,False,False,False,True,False,False
131,2023-09-15 12:50:49,2023-09-15 12:53:38,R_tWL7A9wTLRce2Y1,Somewhat,paint,Yes,No,AI art generally,Yes,,1.0,1.0,,1.0,2.0,,18 - 29,No,Male,False,False,False,False,True,False,False,False,False,False,False
132,2023-09-15 12:47:10,2023-09-15 12:53:41,R_11bggFacwsqFsMh,Somewhat,paint,Yes,No,AI art generally,No,2.0,2.0,1.0,Art education and public art resources,3.0,2.0,,50-64,No,Male,False,False,False,False,False,False,False,False,True,False,False
133,2023-09-15 12:51:48,2023-09-15 12:53:50,R_XKRynlzlCZjasZb,Somewhat,Photography,No,No,none,No,,2.0,2.0,,2.0,2.0,,18 - 29,No,Male,False,False,False,False,False,False,False,False,False,True,False
134,2023-09-15 12:50:14,2023-09-15 12:53:53,R_3MRxrZKWW5V2kd2,Yes,paint,Yes,Yes,AI art generally,Yes,,,3.0,Companies and individuals should be subject to a new tax in order to use AI art that was trained with your artwork because their rights,3.0,3.0,3.0,30-49,No,Male,False,False,False,False,False,False,False,True,False,False,False
135,2023-09-15 12:47:58,2023-09-15 12:54:00,R_2Vm8eOQ7R8eXtMd,Yes,paint,Yes,No,AI art generally,Yes,1.0,1.0,1.0,,,2.0,,18 - 29,No,Male,False,False,False,False,False,False,True,False,False,False,False
136,2023-09-15 12:50:29,2023-09-15 12:54:55,R_OrGA6IeQ6Njq6rv,Somewhat,Photography,No,No,none,None of the above,1.0,,1.0,,3.0,1.0,,65 or older,No,Male,False,False,False,False,False,False,False,False,True,False,False
137,2023-09-15 12:49:50,2023-09-15 12:55:17,R_11Z9r4hVcz2RPSe,Somewhat,designer,No,No,AI art generally,No,,1.0,1.0,,1.0,,2.0,30-49,No,Male,False,False,False,True,False,False,False,False,False,False,False
138,2023-09-15 12:51:10,2023-09-15 12:55:28,R_6ihBn6PO4FFUmTD,Yes,paint,Yes,No,AI art generally,Yes,1.0,1.0,1.0,,,3.0,,30-49,Yes,Male,False,False,False,False,False,False,False,False,True,False,False
139,2023-09-15 12:50:58,2023-09-15 12:55:31,R_2pJNWnrc7xhqsYx,Yes,Photography,Yes,No,none,No,,,,,1.0,,2.0,50-64,No,Male,False,False,True,False,False,False,False,False,False,False,False
140,2023-09-15 12:53:23,2023-09-15 12:55:45,R_1i1ZBGJiSIMUqZf,Somewhat,Photography,Yes,No,AI art generally,Yes,3.0,1.0,1.0,,3.0,3.0,3.0,18 - 29,No,Male,False,False,False,False,False,True,False,False,False,False,False
141,2023-09-15 12:52:05,2023-09-15 12:56:07,R_bg8xjtiignQe0U1,Somewhat,writing,Yes,No,AI art generally,No,1.0,3.0,1.0,,3.0,1.0,3.0,50-64,No,Male,False,False,False,False,False,False,True,False,False,False,False
142,2023-09-15 12:50:51,2023-09-15 12:56:11,R_eYcDRG6YdixwQM1,Somewhat,paint,Yes,Yes,AI art generally,Yes,3.0,3.0,3.0,,3.0,3.0,3.0,30-49,Yes,Male,False,False,False,False,False,False,False,False,True,False,False
143,2023-09-15 12:52:41,2023-09-15 12:56:17,R_3EWM0i8M7ysWnBT,Yes,designer,Yes,Yes,AI art generally,Yes,,1.0,1.0,,3.0,,2.0,30-49,No,Male,False,False,False,False,False,False,False,False,True,False,False
144,2023-09-15 12:54:30,2023-09-15 12:56:41,R_1JQuOofAX0V0Og1,Somewhat,illustration,Yes,No,none,Yes,,,,,2.0,,,30-49,No,Male,True,False,False,False,False,False,False,False,False,False,False
145,2023-09-15 12:52:18,2023-09-15 12:56:50,R_1MZlKY9ffHesEXn,Yes,paint,Yes,No,AI_Deeplearning_GANS,No,2.0,1.0,,,,1.0,2.0,30-49,No,Male,False,False,False,False,False,False,False,False,False,True,False
146,2023-09-15 12:53:15,2023-09-15 12:56:50,R_31RuHVjZl3FVeLL,Somewhat,paint,Yes,No,AI_Deeplearning_GANS,No,2.0,2.0,2.0,,,2.0,,30-49,Yes,Male,False,False,False,False,True,False,False,False,False,False,False
147,2023-09-15 12:49:41,2023-09-15 12:56:53,R_Ocz9IxFcM60ASzf,Somewhat,paint,Yes,Yes,AI art generally,Yes,2.0,2.0,2.0,,1.0,1.0,1.0,65 or older,No,Male,False,False,False,False,True,False,False,False,False,False,False
148,2023-09-15 12:51:49,2023-09-15 12:56:58,R_1rcYJWEoqYKRFRT,Somewhat,Photography,Yes,No,none,No,,,,,1.0,,,30-49,No,Male,True,False,False,False,False,False,False,False,False,False,False
149,2023-09-15 12:53:26,2023-09-15 12:56:58,R_A57LLPiNztqinD3,Somewhat,paint,Yes,No,AI_Deeplearning_GANS,No,,3.0,,Not sure,,3.0,,18 - 29,Yes,Male,False,False,False,False,False,False,False,False,False,False,True
150,2023-09-15 12:55:15,2023-09-15 12:57:44,R_eP5hpSWIhyqFik9,Yes,paint,Yes,Yes,AI art generally,Yes,3.0,3.0,,,,,1.0,30-49,Yes,Male,False,False,True,False,False,False,False,False,False,False,False
151,2023-09-15 12:54:35,2023-09-15 12:58:11,R_3Jl4eSQtH9PAFAa,Yes,Photography,No,No,AI art generally,No,2.0,,1.0,,2.0,2.0,3.0,18 - 29,Yes,Male,False,False,False,False,False,False,False,False,False,True,False
152,2023-09-15 12:53:12,2023-09-15 12:58:36,R_3PZU4DgChaMUqwd,Somewhat,paint,Yes,No,AI art generally,Yes,3.0,1.0,3.0,,,,1.0,30-49,Yes,Male,False,False,False,True,False,False,False,False,False,False,False
153,2023-09-15 12:52:57,2023-09-15 12:58:41,R_3qIJBxKtDSvKHF4,Somewhat,Photography,Yes,No,AI art generally,Yes,,,,,2.0,,2.0,30-49,Yes,Male,False,False,False,False,True,False,False,False,False,False,False
154,2023-09-15 12:51:49,2023-09-15 12:59:11,R_rjRwQq1BJ4KR7Nf,Somewhat,sculpture,Yes,No,none,No,2.0,2.0,,,,1.0,3.0,50-64,No,Male,False,False,False,False,False,False,True,False,False,False,False
155,2023-09-15 12:56:15,2023-09-15 12:59:13,R_4ILPKkcEVNZmOad,Yes,Photography,Yes,No,AI art generally,No,1.0,,1.0,,,2.0,,65 or older,No,Male,False,False,False,True,False,False,False,False,False,False,False
156,2023-09-15 12:57:39,2023-09-15 12:59:36,R_1KeXUuYrwfefRUq,Somewhat,Photography,Yes,No,AI art generally,Yes,1.0,,1.0,,3.0,,1.0,50-64,No,Male,False,False,True,False,False,False,False,False,False,False,False
157,2023-09-15 12:55:11,2023-09-15 13:00:45,R_PzfwsdF4gaDSDXr,Somewhat,drawing,No,No,none,No,1.0,2.0,,,,2.0,,30-49,No,Male,False,False,False,True,False,False,False,False,False,False,False
158,2023-09-15 12:56:39,2023-09-15 13:01:39,R_2TI9X1kmzVLYe6p,Yes,Photography,Yes,Yes,text to image,No,2.0,2.0,2.0,,2.0,2.0,2.0,18 - 29,Yes,Male,False,False,False,False,False,False,False,False,True,False,False
159,2023-09-15 12:59:24,2023-09-15 13:01:46,R_25Fz5AT2K2O6tKF,Yes,Photography,Yes,Yes,AI art generally,Yes,3.0,3.0,3.0,,3.0,3.0,3.0,30-49,Yes,Male,False,False,True,False,False,False,False,False,False,False,False
160,2023-09-15 13:00:38,2023-09-15 13:02:19,R_10rcsR3MT1Rj2dx,Yes,paint,Yes,Yes,AI art generally,Yes,,,,,,,3.0,30-49,Yes,Male,False,False,True,False,False,False,False,False,False,False,False
161,2023-09-15 12:56:17,2023-09-15 13:02:26,R_1Q0cWUgMeizmbWP,Somewhat,Photography,Yes,No,AI art generally,Yes,,1.0,1.0,,,,2.0,50-64,No,Male,False,False,False,False,False,True,False,False,False,False,False
162,2023-09-15 12:57:32,2023-09-15 13:02:45,R_1o84SUuNfmtQWSR,Somewhat,Photography,Yes,No,AI art generally,Yes,3.0,3.0,3.0,,,3.0,3.0,30-49,Yes,Male,False,False,True,False,False,False,False,False,False,False,False
163,2023-09-15 12:58:32,2023-09-15 13:02:50,R_O21jrnHNJ6sxB0R,Somewhat,Photography,Yes,No,none,No,3.0,3.0,3.0,,2.0,3.0,1.0,50-64,No,Male,True,False,False,False,False,False,False,False,False,False,False
164,2023-09-15 12:58:56,2023-09-15 13:02:56,R_1rud9INP4R514HC,Somewhat,Photography,I’m not sure,No,AI art generally,No,,,,,3.0,,2.0,50-64,No,Male,False,False,False,False,False,False,False,True,False,False,False
165,2023-09-15 13:00:01,2023-09-15 13:03:15,R_brsMgCYZmw9sm65,Yes,music,Yes,No,AI art generally,No,1.0,,1.0,,3.0,2.0,3.0,18 - 29,No,Male,False,False,False,False,True,False,False,False,False,False,False
166,2023-09-15 13:01:50,2023-09-15 13:03:33,R_xxWulqpAAkEjJXr,Somewhat,craft,Yes,No,AI art generally,No,,2.0,1.0,,,2.0,,18 - 29,Yes,Male,False,False,False,False,False,False,False,False,False,True,False
167,2023-09-15 13:01:53,2023-09-15 13:03:34,R_2E5ocPpFoGHp8mr,Somewhat,paint,Yes,Yes,AI art generally,No,1.0,1.0,1.0,,,,,18 - 29,No,Non-binary,False,False,False,False,False,True,False,False,False,False,False
168,2023-09-15 12:57:07,2023-09-15 13:03:41,R_2rjVRX90v4zciJm,Yes,paint,Yes,No,AI art generally,No,,1.0,,,3.0,1.0,,50-64,No,Male,False,False,False,False,False,False,False,False,False,True,False
169,2023-09-15 12:55:14,2023-09-15 13:03:48,R_Xh17kxvxjOpdy3n,Yes,paint,Yes,No,AI art generally,Yes,2.0,,2.0,,,3.0,1.0,30-49,Yes,Male,False,False,False,False,True,False,False,False,False,False,False
170,2023-09-15 13:01:56,2023-09-15 13:04:01,R_1GEpI66cAkzeYVR,Yes,illustration,Yes,No,AI art generally,No,3.0,3.0,3.0,,1.0,1.0,3.0,50-64,No,Male,False,False,False,False,False,False,False,False,False,True,False
171,2023-09-15 13:00:12,2023-09-15 13:04:02,R_UloUYCJtvZCWvfP,Somewhat,designer,Yes,No,AI_Deeplearning_GANS,Yes,3.0,,3.0,I am  very supportive.,3.0,3.0,3.0,30-49,Yes,Male,False,False,True,False,False,False,False,False,False,False,False
172,2023-09-15 13:00:45,2023-09-15 13:04:44,R_3fCzlJHBBuRcIyK,Somewhat,paint,Yes,No,AI art generally,No,2.0,1.0,1.0,,,2.0,,30-49,No,Male,False,False,False,True,False,False,False,False,False,False,False
173,2023-09-15 13:01:00,2023-09-15 13:04:45,R_3frAoO9fV14uWlA,Somewhat,Photography,Yes,No,AI art generally,Yes,1.0,,1.0,,,2.0,,30-49,No,Male,False,False,False,False,False,False,False,False,True,False,False
174,2023-09-15 13:01:13,2023-09-15 13:05:07,R_1Ka6xuWpv9AU7YF,Yes,tattoo,Yes,Yes,AI art generally,Yes,3.0,3.0,3.0,,3.0,3.0,3.0,30-49,Yes,Non-binary,False,False,True,False,False,False,False,False,False,False,False
175,2023-09-15 13:03:16,2023-09-15 13:05:16,R_W369qjqRx9ICv3r,Yes,paint,Yes,Yes,LLMS,No,3.0,,3.0,,3.0,,3.0,30-49,No,Male,False,False,False,True,False,False,False,False,False,False,False
176,2023-09-15 13:02:45,2023-09-15 13:05:45,R_2tySFL5BTPkOIOx,Somewhat,not artist,Yes,No,AI_Deeplearning_GANS,No,3.0,2.0,2.0,,3.0,,1.0,50-64,No,Male,False,False,False,False,False,False,False,False,False,True,False
177,2023-09-15 13:03:05,2023-09-15 13:05:54,R_Au1sjaOEF3FZ37X,Somewhat,maker,Yes,No,none,No,2.0,2.0,2.0,,,1.0,,50-64,No,Male,False,False,False,True,False,False,False,False,False,False,False
178,2023-09-15 13:02:14,2023-09-15 13:05:54,R_REMUxjfK1WtHrj3,Yes,paint,Yes,Yes,AI art generally,Yes,3.0,3.0,3.0,,3.0,3.0,3.0,30-49,No,Male,False,False,False,False,False,False,False,False,False,True,False
179,2023-09-15 13:00:13,2023-09-15 13:06:06,R_3flTEmQaFbqsiEU,Somewhat,Photography,Yes,No,none,No,3.0,3.0,1.0,,3.0,2.0,,50-64,Yes,Male,False,False,False,False,True,False,False,False,False,False,False
180,2023-09-15 13:03:12,2023-09-15 13:06:30,R_3Jmvs36EI86ixm7,Somewhat,Photography,Yes,No,AI_Deeplearning_GANS,No,1.0,,1.0,,,1.0,,50-64,No,Male,False,False,False,False,True,False,False,False,False,False,False
181,2023-09-15 13:04:43,2023-09-15 13:06:30,R_1FlclCOers65Hfr,Yes,other,No,No,AI art generally,No,,,,,,,,30-49,No,Non-binary,False,False,False,False,True,False,False,False,False,False,False
182,2023-09-15 13:04:21,2023-09-15 13:06:32,R_3Oo9aF2T4zOCk6d,Somewhat,music,No,No,none,No,,,,,,,,50-64,No,Male,False,False,False,True,False,False,False,False,False,False,False
183,2023-09-15 13:04:41,2023-09-15 13:06:44,R_D8BN4rrbc4P8Xvz,Yes,paint,Yes,Yes,AI art generally,Yes,3.0,3.0,3.0,,3.0,3.0,3.0,18 - 29,Yes,Male,False,False,True,False,False,False,False,False,False,False,False
184,2023-09-15 13:04:26,2023-09-15 13:06:47,R_VWld5xntviE4OT7,Yes,Photography,Yes,Yes,AI art generally,Yes,3.0,1.0,3.0,,3.0,1.0,1.0,18 - 29,Yes,Male,False,False,True,False,False,False,False,False,False,False,False
185,2023-09-15 12:49:17,2023-09-15 13:06:49,R_1dfXbUZUPlHc9q1,Somewhat,Photography,Yes,Yes,none,No,1.0,,1.0,,,2.0,,65 or older,No,Male,False,False,False,True,False,False,False,False,False,False,False
186,2023-09-15 13:03:06,2023-09-15 13:07:02,R_32Md217CyixFq3q,Yes,paint,Yes,No,AI art generally,Yes,1.0,1.0,1.0,,,2.0,1.0,30-49,No,Male,False,False,False,True,False,False,False,False,False,False,False
187,2023-09-15 13:03:06,2023-09-15 13:07:04,R_3oT52s2aSTWNq82,Somewhat,Photography,,,AI art generally,No,3.0,,2.0,,,3.0,2.0,30-49,Yes,Male,False,False,False,False,False,True,False,False,False,False,False
188,2023-09-15 13:05:23,2023-09-15 13:07:07,R_3D09Mh9dKSF6qTY,Somewhat,paint,Yes,Yes,AI art generally,Yes,3.0,,1.0,,3.0,3.0,2.0,18 - 29,Yes,Male,False,False,False,False,False,False,True,False,False,False,False
189,2023-09-15 13:03:41,2023-09-15 13:07:14,R_1FKhl44o1ZzqGni,Somewhat,Photography,Yes,No,AI art generally,No,3.0,3.0,1.0,,3.0,2.0,3.0,30-49,No,Male,False,False,False,False,False,False,False,True,False,False,False
190,2023-09-15 13:01:12,2023-09-15 13:07:49,R_WjqWDUFiAHMeWL7,Somewhat,craft,Yes,No,text to image,No,2.0,1.0,2.0,,2.0,2.0,,18 - 29,Yes,Male,False,False,False,False,True,False,False,False,False,False,False
191,2023-09-15 13:02:07,2023-09-15 13:08:03,R_3FQms96BWiA8LKM,Yes,paint,Yes,Yes,AI art generally,Yes,2.0,2.0,2.0,,,2.0,3.0,50-64,No,Male,False,False,False,False,False,False,False,False,True,False,False
192,2023-09-15 12:58:43,2023-09-15 13:08:20,R_25QGdGTSxuPjKGT,Yes,writing,No,No,AI_Deeplearning_GANS,Yes,1.0,2.0,1.0,,2.0,2.0,,30-49,Yes,Male,False,False,False,False,False,False,True,False,False,False,False
193,2023-09-15 13:02:42,2023-09-15 13:08:32,R_YRCYfGhsQfhi2MV,Yes,paint,Yes,Yes,AI art generally,Yes,3.0,3.0,3.0,Government provides subsidiaries for art,3.0,3.0,3.0,30-49,No,Male,False,False,True,False,False,False,False,False,False,False,False
194,2023-09-15 13:04:08,2023-09-15 13:08:37,R_bsFavAKbnux9sIx,Somewhat,not artist,Yes,No,AI art generally,No,2.0,2.0,2.0,,,,1.0,65 or older,No,Male,False,False,False,False,True,False,False,False,False,False,False
195,2023-09-15 13:04:46,2023-09-15 13:08:54,R_31QsGpHvv8QRRE0,Somewhat,craft,Yes,No,AI art generally,No,1.0,1.0,1.0,,,1.0,1.0,50-64,No,Male,False,False,False,False,False,True,False,False,False,False,False
196,2023-09-15 13:05:14,2023-09-15 13:08:56,R_0SVcY48MPAwZ3pf,Yes,Photography,Yes,Yes,AI art generally,Yes,1.0,1.0,1.0,,3.0,,1.0,18 - 29,No,Male,False,False,False,False,True,False,False,False,False,False,False
197,2023-09-15 13:06:12,2023-09-15 13:09:00,R_3eaZKuianhBAWQB,Yes,music,No,Yes,AI art generally,Yes,3.0,3.0,1.0,,3.0,3.0,3.0,18 - 29,Yes,Male,True,False,False,False,False,False,False,False,False,False,False
198,2023-09-15 13:06:05,2023-09-15 13:09:25,R_bEEOVaKqi8eTCtX,Yes,paint,Yes,No,AI_Deeplearning_GANS,Yes,,2.0,2.0,,,,2.0,18 - 29,No,Male,False,False,True,False,False,False,False,False,False,False,False
199,2023-09-15 13:07:12,2023-09-15 13:09:38,R_2Ym5A4tE9QTPnMY,Yes,paint,Yes,Yes,AI art generally,Yes,,1.0,1.0,,3.0,1.0,3.0,30-49,No,Male,False,False,False,False,False,False,True,False,False,False,False
200,2023-09-15 13:07:04,2023-09-15 13:09:43,R_9yu2sD0ntheQmlP,Somewhat,other,No,No,none,No,2.0,2.0,2.0,,2.0,2.0,1.0,50-64,No,Male,False,False,False,False,False,False,True,False,False,False,False
201,2023-09-15 13:05:34,2023-09-15 13:09:38,R_2AR7qAzwQSsx4bm,Somewhat,other,,,AI art generally,No,,1.0,2.0,,2.0,2.0,2.0,30-49,No,Male,True,False,False,False,False,False,False,False,False,False,False
202,2023-09-15 13:05:06,2023-09-15 13:09:59,R_2rq3NDLoYcDmGEE,Yes,Photography,Yes,Yes,AI art generally,No,1.0,,1.0,Resources for the arts through grants,3.0,1.0,,30-49,No,Male,False,False,False,False,False,False,False,False,True,False,False
203,2023-09-15 13:04:10,2023-09-15 13:10:22,R_2OT1jGy5LJyS2TZ,Somewhat,paint,Yes,No,none,No,2.0,2.0,2.0,,2.0,2.0,2.0,65 or older,No,Male,False,False,False,False,False,False,False,False,False,True,False
204,2023-09-15 13:05:35,2023-09-15 13:10:55,R_3Lcq6HADWAABCgQ,Somewhat,designer,Yes,No,AI_Deeplearning_GANS,No,2.0,2.0,2.0,,2.0,,1.0,65 or older,No,Male,False,False,False,False,True,False,False,False,False,False,False
205,2023-09-15 12:51:27,2023-09-15 13:11:10,R_3PqcgN7qJNREp9e,Yes,paint,Yes,Yes,AI art generally,Yes,,3.0,3.0,,,,,18 - 29,No,Male,False,False,False,False,False,True,False,False,False,False,False
206,2023-09-15 13:05:09,2023-09-15 13:11:23,R_31Xz9HATVXrnqFX,Somewhat,drawing,No,No,AI art generally,No,1.0,2.0,1.0,,,2.0,,30-49,No,Male,False,False,False,False,True,False,False,False,False,False,False
207,2023-09-15 13:06:41,2023-09-15 13:12:06,R_41oPyKR0tzFpXwJ,Somewhat,Photography,Yes,No,AI art generally,No,1.0,1.0,,,2.0,,1.0,30-49,No,Male,False,False,False,False,False,True,False,False,False,False,False
208,2023-09-15 13:09:26,2023-09-15 13:12:12,R_2UfoHe7MG8uOny5,Yes,paint,No,No,AI art generally,Yes,1.0,1.0,1.0,,2.0,1.0,3.0,18 - 29,No,Male,True,False,False,False,False,False,False,False,False,False,False
209,2023-09-15 13:08:38,2023-09-15 13:12:21,R_1IcOdbp4gM1PlCz,Somewhat,other,Yes,No,AI art generally,No,,,,,3.0,,2.0,65 or older,No,Male,False,False,True,False,False,False,False,False,False,False,False
210,2023-09-15 13:07:52,2023-09-15 13:12:35,R_7WLpzXogOOM4FvX,Somewhat,not artist,No,No,text to image,No,1.0,1.0,1.0,,2.0,2.0,2.0,50-64,No,Male,False,False,False,False,False,False,False,False,False,True,False
211,2023-09-15 13:05:18,2023-09-15 13:12:53,R_1g6mknajIsKG7Z3,Yes,illustration,Yes,No,AI art generally,No,3.0,3.0,3.0,,3.0,,3.0,30-49,No,Male,False,False,True,False,False,False,False,False,False,False,False
212,2023-09-15 13:09:22,2023-09-15 13:12:58,R_2TSgm4nsD2tAjK7,Somewhat,paint,No,Yes,AI art generally,Yes,,,3.0,,3.0,3.0,3.0,30-49,No,Male,False,False,True,False,False,False,False,False,False,False,False
213,2023-09-15 13:09:42,2023-09-15 13:14:19,R_3KBCgX3rjn59SrL,Yes,drawing,Yes,No,LLMS,Yes,2.0,,2.0,,3.0,3.0,1.0,30-49,No,Male,False,False,True,False,False,False,False,False,False,False,False
214,2023-09-15 13:08:44,2023-09-15 13:14:32,R_3GDGMYQwXtOJC3X,Somewhat,designer,Yes,No,AI art generally,Yes,1.0,1.0,1.0,,3.0,,3.0,30-49,No,Male,False,False,True,False,False,False,False,False,False,False,False
215,2023-09-15 13:04:50,2023-09-15 13:14:34,R_1r0qPRaSI6GdEgX,Somewhat,tattoo,Yes,No,text to image,No,2.0,3.0,1.0,,3.0,3.0,,30-49,No,Male,False,False,False,False,True,False,False,False,False,False,False
216,2023-09-15 13:21:58,2023-09-15 13:24:11,R_3fAUSxPjqUXpaHs,Somewhat,paint,No,Yes,AI art generally,No,,2.0,,,,,,18 - 29,Yes,Female,True,False,False,False,False,False,False,False,False,False,False
217,2023-09-15 13:22:21,2023-09-15 13:24:44,R_2CCdnEBe9ehZCJS,Somewhat,Photography,No,No,AI art generally,No,2.0,,3.0,,,,,30-49,No,Female,False,False,True,False,False,False,False,False,False,False,False
218,2023-09-15 13:22:25,2023-09-15 13:24:54,R_1LcYPCLIm94E9Mw,Yes,Photography,Yes,Yes,AI_Deeplearning_GANS,No,1.0,3.0,1.0,,,,3.0,18 - 29,Yes,Male,False,False,False,False,False,False,False,False,False,True,False
219,2023-09-15 13:22:41,2023-09-15 13:25:04,R_3fVvfH73yl6WpAL,Somewhat,Photography,Yes,No,AI art generally,No,,2.0,3.0,,2.0,,3.0,30-49,Yes,Female,False,False,True,False,False,False,False,False,False,False,False
220,2023-09-15 13:22:50,2023-09-15 13:25:09,R_3My55CGaQ2TbsMO,Yes,paint,No,No,AI art generally,No,1.0,1.0,1.0,,,1.0,,18 - 29,Yes,Female,False,False,False,False,False,False,True,False,False,False,False
