StartDate,EndDate,ResponseId,Q4,Q5,Q5_24_TEXT,Q7,Q51,Q9,Q10,Q37,Q38,Q39,Q42,Q42_15_TEXT,Q31,Q44,Q46,Q48,Q23,Q24,Q25
2023-09-15 12:54:30,2023-09-15 12:56:41,R_1JQuOofAX0V0Og1,Somewhat,"Drawing,Illustration ,Craft,Music ",,Yes,No,None of the above,Yes,Agree,Agree,Agree,I don't need to profit,,,Neutral,Agree,Agree,30-49,No,Male
2023-09-15 12:52:18,2023-09-15 12:56:50,R_1MZlKY9ffHesEXn,Yes,"Paint,Craft,Music ,Performance ",,Yes,No,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",No,Neutral,Disagree,Agree,A portion of any profit made,,,Agree,Disagree,Neutral,30-49,No,Male
2023-09-15 12:53:15,2023-09-15 12:56:50,R_31RuHVjZl3FVeLL,Somewhat,"Paint,Drawing",,Yes,No,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",No,Neutral,Neutral,Neutral,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,A portion of any profit made,A portion of any profit made From the model creators",,,Agree,Neutral,Agree,30-49,Yes,Male
2023-09-15 12:49:41,2023-09-15 12:56:53,R_Ocz9IxFcM60ASzf,Somewhat,"Photography,Paint,Drawing,Graphic design ,Illustration ",,Yes,Yes,"AI art generally,Text-to-image models",Yes,Neutral,Neutral,Neutral,"I don’t need to profit, but I don't want for-profit-companies to profit from my art",,,Disagree,Disagree,Disagree,65 or older,No,Male
2023-09-15 12:51:49,2023-09-15 12:56:58,R_1rcYJWEoqYKRFRT,Somewhat,"Photography,Writing ",,Yes,No,None of the above,No,Agree,Agree,Agree,I don't need to profit,,,Disagree,Agree,Agree,30-49,No,Male
2023-09-15 12:53:26,2023-09-15 12:56:58,R_A57LLPiNztqinD3,Somewhat,"Paint,Drawing,Graphic design ,Writing ",,Yes,No,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",No,Agree,Strongly agree,Agree,"A portion of any profit made,Companies and individuals should be subject to a new tax by the government if they profit from AI art trained on other people’s work",,Not sure,Agree,Strongly agree,Agree,18 - 29,Yes,Male
2023-09-15 12:55:15,2023-09-15 12:57:44,R_eP5hpSWIhyqFik9,Yes,"Photography,Paint,Drawing,Graphic design ,Craft,Writing ",,Yes,Yes,"AI art generally,Text-to-image models",Yes,Strongly agree,Strongly agree,Agree,"I would donate the use of my artwork to train AI art models (no compensation),A portion of any profit made",,,Agree,Agree,Disagree,30-49,Yes,Male
2023-09-15 12:54:35,2023-09-15 12:58:11,R_3Jl4eSQtH9PAFAa,Yes,"Photography,Drawing,Designer ,Music ",,No,No,AI art generally,No,Neutral,Agree,Disagree,A portion of any profit made,,,Neutral,Neutral,Strongly agree,18 - 29,Yes,Male
2023-09-15 12:53:12,2023-09-15 12:58:36,R_3PZU4DgChaMUqwd,Somewhat,"Paint,Graphic design ,Illustration ,Writing ,Music ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Strongly agree,Strongly disagree,Strongly agree,"A portion of any profit made,A flat fee,A flat fee from the model creators, for the use of my artwork as training data",,,Agree,Agree,Disagree,30-49,Yes,Male
2023-09-15 12:52:57,2023-09-15 12:58:41,R_3qIJBxKtDSvKHF4,Somewhat,"Photography,Graphic design ,Cinematography ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models",Yes,Agree,Agree,Agree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art",,,Neutral,Agree,Neutral,30-49,Yes,Male
2023-09-15 12:51:49,2023-09-15 12:59:11,R_rjRwQq1BJ4KR7Nf,Somewhat,"Drawing,Sculpture ,Music ",,Yes,No,None of the above,No,Neutral,Neutral,Agree,I would not feel comfortable with any of the options listed above,,,Agree,Disagree,Strongly agree,50-64,No,Male
2023-09-15 12:56:15,2023-09-15 12:59:13,R_4ILPKkcEVNZmOad,Yes,"Photography,Music ,Performance ",,Yes,No,AI art generally,No,Disagree,Agree,Disagree,A flat fee,,,Agree,Neutral,Agree,65 or older,No,Male
2023-09-15 12:57:39,2023-09-15 12:59:36,R_1KeXUuYrwfefRUq,Somewhat,"Photography,Writing ,Performance ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",Yes,Disagree,Agree,Disagree,"I would donate the use of my artwork to train AI art models (no compensation),A portion of any profit made",,,Strongly agree,Agree,Disagree,50-64,No,Male
2023-09-15 12:55:11,2023-09-15 13:00:45,R_PzfwsdF4gaDSDXr,Somewhat,Drawing,,No,No,None of the above,No,Disagree,Neutral,Agree,"A flat fee,A flat fee from the model creators, for the use of my artwork as training data",,,Agree,Neutral,Agree,30-49,No,Male
2023-09-15 12:56:39,2023-09-15 13:01:39,R_2TI9X1kmzVLYe6p,Yes,"Photography,Drawing,Graphic design ,Illustration ,Textile ,Designer ,Music ",,Yes,Yes,Text-to-image models,No,Neutral,Neutral,Neutral,A portion of any profit made From the model creators,,,Neutral,Neutral,Neutral,18 - 29,Yes,Male
2023-09-15 12:59:24,2023-09-15 13:01:46,R_25Fz5AT2K2O6tKF,Yes,Photography,,Yes,Yes,AI art generally,Yes,Strongly agree,Strongly agree,Strongly agree,I would donate the use of my artwork to train AI art models (no compensation),,,Strongly agree,Strongly agree,Strongly agree,30-49,Yes,Male
2023-09-15 13:00:38,2023-09-15 13:02:19,R_10rcsR3MT1Rj2dx,Yes,Paint,,Yes,Yes,"AI art generally,Text-to-image models",Yes,Agree,Agree,Agree,"I would donate the use of my artwork to train AI art models (no compensation),A flat fee",,,Agree,,Strongly agree,30-49,Yes,Male
2023-09-15 12:56:17,2023-09-15 13:02:26,R_1Q0cWUgMeizmbWP,Somewhat,"Photography,Graphic design ,Cinematography ,Writing ,Music ",,Yes,No,"AI art generally,Text-to-image models",Yes,Agree,Disagree,Disagree,"I don’t need to profit, but I don’t want anyone else to profit from my art",,,Agree,Agree,Neutral,50-64,No,Male
2023-09-15 12:57:32,2023-09-15 13:02:45,R_1o84SUuNfmtQWSR,Somewhat,"Photography,Drawing,Graphic design ,Music ",,Yes,No,"AI art generally,Large Language Models,Text-to-image models",Yes,Strongly agree,Strongly agree,Strongly agree,"I would donate the use of my artwork to train AI art models (no compensation),A portion of any profit made,A portion of any profit made From the model creators,A flat fee,A flat fee from the model creators, for the use of my artwork as training data,A flat fee For each derivative work sold (by anyone using the model)",,,Agree,Strongly agree,Strongly agree,30-49,Yes,Male
2023-09-15 12:58:32,2023-09-15 13:02:50,R_O21jrnHNJ6sxB0R,Somewhat,"Photography,Sculpture ,Craft,Jewelry ",,Yes,No,None of the above,No,Strongly agree,Strongly agree,Strongly agree,I don't need to profit,,,Neutral,Strongly agree,Disagree,50-64,No,Male
2023-09-15 12:58:56,2023-09-15 13:02:56,R_1rud9INP4R514HC,Somewhat,"Photography,Craft,Writing ",,I’m not sure,No,"AI art generally,Text-to-image models",No,Agree,Agree,Agree,"A portion of any profit from people who profit from derivative works made using the model,A flat fee,A flat fee from the model creators, for the use of my artwork as training data,A flat fee For each derivative work sold (by anyone using the model)",,,Strongly agree,Agree,Neutral,50-64,No,Male
2023-09-15 13:00:01,2023-09-15 13:03:15,R_brsMgCYZmw9sm65,Yes,"Drawing,Music ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",No,Strongly disagree,Agree,Disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art",,,Strongly agree,Neutral,Strongly agree,18 - 29,No,Male
2023-09-15 13:01:50,2023-09-15 13:03:33,R_xxWulqpAAkEjJXr,Somewhat,"Drawing,Jewelry ,Music ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",No,Agree,Neutral,Disagree,A portion of any profit made,,,Agree,Neutral,Agree,18 - 29,Yes,Male
2023-09-15 13:01:53,2023-09-15 13:03:34,R_2E5ocPpFoGHp8mr,Somewhat,"Photography,Paint,Drawing,Writing ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs)",No,Disagree,Disagree,Disagree,"I don’t need to profit, but I don’t want anyone else to profit from my art",,,Agree,Agree,Agree,18 - 29,No,Non-binary
2023-09-15 12:57:07,2023-09-15 13:03:41,R_2rjVRX90v4zciJm,Yes,"Paint,Drawing,Writing ,Music ",,Yes,No,AI art generally,No,Agree,Disagree,Agree,A portion of any profit made,,,Strongly agree,Strongly disagree,Agree,50-64,No,Male
2023-09-15 12:55:14,2023-09-15 13:03:48,R_Xh17kxvxjOpdy3n,Yes,"Photography,Paint,Drawing,Graphic design ,Textile ,Craft,Maker,Designer ,Writing ,Music ,Performance ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",Yes,Neutral,Agree,Neutral,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art,A flat fee from the model creators, for the use of my artwork as training data",,,Agree,Strongly agree,Disagree,30-49,Yes,Male
2023-09-15 13:01:56,2023-09-15 13:04:01,R_1GEpI66cAkzeYVR,Yes,"Drawing,Illustration ,Craft,Maker",,Yes,No,AI art generally,No,Strongly agree,Strongly agree,Strongly agree,A portion of any profit made,,,Disagree,Disagree,Strongly agree,50-64,No,Male
2023-09-15 13:00:12,2023-09-15 13:04:02,R_UloUYCJtvZCWvfP,Somewhat,"Graphic design ,Illustration ,Designer ",,Yes,No,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models",Yes,Strongly agree,Agree,Strongly agree,"I would donate the use of my artwork to train AI art models (no compensation),A portion of any profit made,Companies and individuals should be subject to a new tax by the government if they profit from AI art trained on other people’s work",,I am  very supportive.,Strongly agree,Strongly agree,Strongly agree,30-49,Yes,Male
2023-09-15 13:00:45,2023-09-15 13:04:44,R_3fCzlJHBBuRcIyK,Somewhat,Paint,,Yes,No,AI art generally,No,Neutral,Disagree,Disagree,A flat fee,,,Agree,Neutral,Agree,30-49,No,Male
2023-09-15 13:01:00,2023-09-15 13:04:45,R_3frAoO9fV14uWlA,Somewhat,"Photography,Drawing,Graphic design ,Craft,Music ",,Yes,No,"AI art generally,Large Language Models,Text-to-image models",Yes,Disagree,Agree,Strongly disagree,"A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model",,,Agree,Neutral,Agree,30-49,No,Male
2023-09-15 13:01:13,2023-09-15 13:05:07,R_1Ka6xuWpv9AU7YF,Yes,Tattoo,,Yes,Yes,"AI art generally,Large Language Models,Text-to-image models",Yes,Strongly agree,Strongly agree,Strongly agree,I would donate the use of my artwork to train AI art models (no compensation),,,Strongly agree,Strongly agree,Strongly agree,30-49,Yes,Non-binary
2023-09-15 13:03:16,2023-09-15 13:05:16,R_W369qjqRx9ICv3r,Yes,"Photography,Paint,Drawing,Graphic design ,Illustration ,Cinematography ,Craft,Designer ,Writing ,Music ,Performance ",,Yes,Yes,"Large Language Models,Text-to-image models",No,Strongly agree,Agree,Strongly agree,"A flat fee,A flat fee For each derivative work sold (by anyone using the model)",,,Strongly agree,Agree,Strongly agree,30-49,No,Male
2023-09-15 13:02:45,2023-09-15 13:05:45,R_2tySFL5BTPkOIOx,Somewhat,"Not an artist, but I am an art enthusiast  ",,Yes,No,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",No,Strongly agree,Neutral,Neutral,A portion of any profit made,,,Strongly agree,Agree,Disagree,50-64,No,Male
2023-09-15 13:03:05,2023-09-15 13:05:54,R_Au1sjaOEF3FZ37X,Somewhat,Maker,,Yes,No,None of the above,No,Neutral,Neutral,Neutral,A flat fee,,,Agree,Disagree,Agree,50-64,No,Male
2023-09-15 13:02:14,2023-09-15 13:05:54,R_REMUxjfK1WtHrj3,Yes,"Paint,Drawing,Illustration ,Writing ,Music ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs)",Yes,Strongly agree,Strongly agree,Strongly agree,A portion of any profit made,,,Strongly agree,Strongly agree,Strongly agree,30-49,No,Male
2023-09-15 13:00:13,2023-09-15 13:06:06,R_3flTEmQaFbqsiEU,Somewhat,"Photography,Drawing,Maker,Music ",,Yes,No,None of the above,No,Strongly agree,Strongly agree,Strongly disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art",,,Strongly agree,Neutral,Agree,50-64,Yes,Male
2023-09-15 13:03:12,2023-09-15 13:06:30,R_3Jmvs36EI86ixm7,Somewhat,"Photography,Drawing,Craft",,Yes,No,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",No,Disagree,Agree,Disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art",,,Agree,Disagree,Agree,50-64,No,Male
2023-09-15 13:04:43,2023-09-15 13:06:30,R_1FlclCOers65Hfr,Yes,"Other, please specify",Coloring,No,No,AI art generally,No,Agree,Agree,Agree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I would not feel comfortable with any of the options listed above",,,Agree,Agree,Agree,30-49,No,Non-binary
2023-09-15 13:04:21,2023-09-15 13:06:32,R_3Oo9aF2T4zOCk6d,Somewhat,Music,,No,No,None of the above,No,Agree,Agree,Agree,A flat fee,,,Agree,Agree,Agree,50-64,No,Male
2023-09-15 13:04:41,2023-09-15 13:06:44,R_D8BN4rrbc4P8Xvz,Yes,"Paint,Drawing,Textile ",,Yes,Yes,AI art generally,Yes,Strongly agree,Strongly agree,Strongly agree,"I would donate the use of my artwork to train AI art models (no compensation),I don’t need to profit, but I don’t want anyone else to profit from my art",,,Strongly agree,Strongly agree,Strongly agree,18 - 29,Yes,Male
2023-09-15 13:04:26,2023-09-15 13:06:47,R_VWld5xntviE4OT7,Yes,Photography,,Yes,Yes,AI art generally,Yes,Strongly agree,Strongly disagree,Strongly agree,I would donate the use of my artwork to train AI art models (no compensation),,,Strongly agree,Strongly disagree,Disagree,18 - 29,Yes,Male
2023-09-15 12:49:17,2023-09-15 13:06:49,R_1dfXbUZUPlHc9q1,Somewhat,"Photography,Drawing",,Yes,Yes,None of the above,No,Disagree,Agree,Disagree,A flat fee,,,Agree,Neutral,Agree,65 or older,No,Male
2023-09-15 13:03:06,2023-09-15 13:07:02,R_32Md217CyixFq3q,Yes,"Paint,Drawing,Writing ,Music ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Disagree,Disagree,Disagree,"A portion of any profit made,A flat fee,A flat fee For each derivative work sold (by anyone using the model)",,,Agree,Neutral,Disagree,30-49,No,Male
2023-09-15 13:03:06,2023-09-15 13:07:04,R_3oT52s2aSTWNq82,Somewhat,"Photography,Tattoo,Textile ,Prefer not to respond,Not an artist, but I work in an art-related field",,,,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs)",No,Strongly agree,Agree,Neutral,"I don't need to profit,I don’t need to profit, but I don’t want anyone else to profit from my art,A portion of any profit made,A portion of any profit made From the model creators,I would not feel comfortable with any of the options listed above",,,Agree,Strongly agree,Neutral,30-49,Yes,Male
2023-09-15 13:05:23,2023-09-15 13:07:07,R_3D09Mh9dKSF6qTY,Somewhat,"Paint,Tattoo,Craft",,Yes,Yes,AI art generally,Yes,Strongly agree,Agree,Strongly disagree,"A portion of any profit made,I would not feel comfortable with any of the options listed above",,,Strongly agree,Strongly agree,Neutral,18 - 29,Yes,Male
2023-09-15 13:03:41,2023-09-15 13:07:14,R_1FKhl44o1ZzqGni,Somewhat,"Photography,Graphic design ,Illustration ,Cinematography ,Designer ,Architecture",,Yes,No,AI art generally,No,Strongly agree,Strongly agree,Strongly disagree,A portion of any profit from people who profit from derivative works made using the model,,,Strongly agree,Neutral,Strongly agree,30-49,No,Male
2023-09-15 13:01:12,2023-09-15 13:07:49,R_WjqWDUFiAHMeWL7,Somewhat,"Drawing,Craft,Maker,Architecture,Writing ,Music ",,Yes,No,Text-to-image models,No,Neutral,Disagree,Neutral,"I don't need to profit,I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art",,,Neutral,Neutral,Agree,18 - 29,Yes,Male
2023-09-15 13:02:07,2023-09-15 13:08:03,R_3FQms96BWiA8LKM,Yes,"Photography,Paint,Drawing,Graphic design ,Illustration ,Cinematography ,Writing ",,Yes,Yes,"AI art generally,Text-to-image models",Yes,Neutral,Neutral,Neutral,"A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model,A flat fee,A flat fee from the model creators, for the use of my artwork as training data",,,Agree,Neutral,Strongly agree,50-64,No,Male
2023-09-15 12:58:43,2023-09-15 13:08:20,R_25QGdGTSxuPjKGT,Yes,"Writing ,Music ,Performance ",,No,No,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",Yes,Disagree,Neutral,Strongly disagree,I would not feel comfortable with any of the options listed above,,,Neutral,Neutral,Agree,30-49,Yes,Male
2023-09-15 13:02:42,2023-09-15 13:08:32,R_YRCYfGhsQfhi2MV,Yes,"Photography,Paint,Drawing,Designer ,Writing ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Strongly agree,Strongly agree,Strongly agree,"I would donate the use of my artwork to train AI art models (no compensation),A portion of any profit made,Companies and individuals should be subject to a new tax by the government if they profit from AI art trained on other people’s work",,Government provides subsidiaries for art,Strongly agree,Strongly agree,Strongly agree,30-49,No,Male
2023-09-15 13:04:08,2023-09-15 13:08:37,R_bsFavAKbnux9sIx,Somewhat,"Not an artist, but I am an art enthusiast  ",,Yes,No,"AI art generally,Text-to-image models",No,Neutral,Neutral,Neutral,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art",,,Agree,Agree,Disagree,65 or older,No,Male
2023-09-15 13:04:46,2023-09-15 13:08:54,R_31QsGpHvv8QRRE0,Somewhat,"Drawing,Craft,Maker",,Yes,No,AI art generally,No,Disagree,Disagree,Disagree,"I don’t need to profit, but I don’t want anyone else to profit from my art",,,Agree,Disagree,Disagree,50-64,No,Male
2023-09-15 13:05:14,2023-09-15 13:08:56,R_0SVcY48MPAwZ3pf,Yes,"Photography,Drawing,Illustration ,Writing ,Music ",,Yes,Yes,"AI art generally,Text-to-image models",Yes,Disagree,Disagree,Disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art",,,Strongly agree,Agree,Disagree,18 - 29,No,Male
2023-09-15 13:06:12,2023-09-15 13:09:00,R_3eaZKuianhBAWQB,Yes,Music,,No,Yes,"AI art generally,Text-to-image models",Yes,Strongly agree,Strongly agree,Disagree,I don't need to profit,,,Strongly agree,Strongly agree,Strongly agree,18 - 29,Yes,Male
2023-09-15 13:06:05,2023-09-15 13:09:25,R_bEEOVaKqi8eTCtX,Yes,"Photography,Paint,Drawing",,Yes,No,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs)",Yes,Agree,Neutral,Neutral,I would donate the use of my artwork to train AI art models (no compensation),,,Agree,Agree,Neutral,18 - 29,No,Male
2023-09-15 13:07:12,2023-09-15 13:09:38,R_2Ym5A4tE9QTPnMY,Yes,"Photography,Paint,Cinematography ,Writing ,Performance ",,Yes,Yes,"AI art generally,Text-to-image models",Yes,Agree,Disagree,Strongly disagree,I would not feel comfortable with any of the options listed above,,,Strongly agree,Disagree,Strongly agree,30-49,No,Male
2023-09-15 13:07:04,2023-09-15 13:09:43,R_9yu2sD0ntheQmlP,Somewhat,"Other, please specify",Music,No,No,None of the above,No,Neutral,Neutral,Neutral,I would not feel comfortable with any of the options listed above,,,Neutral,Neutral,Disagree,50-64,No,Male
2023-09-15 13:05:34,2023-09-15 13:09:38,R_2AR7qAzwQSsx4bm,Somewhat,Prefer not to respond,,,,AI art generally,No,Agree,Strongly disagree,Neutral,I don't need to profit,,,Neutral,Neutral,Neutral,30-49,No,Male
2023-09-15 13:05:06,2023-09-15 13:09:59,R_2rq3NDLoYcDmGEE,Yes,"Photography,Drawing,Graphic design ,Illustration ,Designer ,Writing ",,Yes,Yes,"AI art generally,Text-to-image models",No,Strongly disagree,Agree,Strongly disagree,"A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model,Companies and individuals should be subject to a new tax by the government if they profit from AI art trained on other people’s work",,Resources for the arts through grants,Strongly agree,Disagree,Agree,30-49,No,Male
2023-09-15 13:04:10,2023-09-15 13:10:22,R_2OT1jGy5LJyS2TZ,Somewhat,"Paint,Drawing,Craft,Designer ,Music ",,Yes,No,None of the above,No,Neutral,Neutral,Neutral,A portion of any profit made,,,Neutral,Neutral,Neutral,65 or older,No,Male
2023-09-15 13:05:35,2023-09-15 13:10:55,R_3Lcq6HADWAABCgQ,Somewhat,"Graphic design ,Writing ,Not an artist, but I work in an art-related field",,Yes,No,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs)",No,Neutral,Neutral,Neutral,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art",,,Neutral,Agree,Disagree,65 or older,No,Male
2023-09-15 12:51:27,2023-09-15 13:11:10,R_3PqcgN7qJNREp9e,Yes,"Photography,Paint,Drawing,Tattoo,Craft,Designer ,Architecture,Jewelry ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models",Yes,Agree,Strongly agree,Strongly agree,"I don’t need to profit, but I don’t want anyone else to profit from my art,A portion of any profit made,A portion of any profit made From the model creators",,,Agree,Agree,Agree,18 - 29,No,Male
2023-09-15 13:05:09,2023-09-15 13:11:23,R_31Xz9HATVXrnqFX,Somewhat,Drawing,,No,No,AI art generally,No,Disagree,Neutral,Disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art",,,Agree,Neutral,Agree,30-49,No,Male
2023-09-15 13:06:41,2023-09-15 13:12:06,R_41oPyKR0tzFpXwJ,Somewhat,Photography,,Yes,No,AI art generally,No,Disagree,Disagree,Agree,"I don’t need to profit, but I don’t want anyone else to profit from my art",,,Neutral,Agree,Disagree,30-49,No,Male
2023-09-15 13:09:26,2023-09-15 13:12:12,R_2UfoHe7MG8uOny5,Yes,"Photography,Paint,Drawing,Writing ",,No,No,"AI art generally,Text-to-image models",Yes,Disagree,Disagree,Disagree,I don't need to profit,,,Neutral,Disagree,Strongly agree,18 - 29,No,Male
2023-09-15 13:08:38,2023-09-15 13:12:21,R_1IcOdbp4gM1PlCz,Somewhat,"Architecture,Music ",,Yes,No,"AI art generally,Text-to-image models",No,Agree,Agree,Agree,"I would donate the use of my artwork to train AI art models (no compensation),I don’t need to profit, but I don’t want anyone else to profit from my art,A portion of any profit from people who profit from derivative works made using the model",,,Strongly agree,Agree,Neutral,65 or older,No,Male
2023-09-15 13:07:52,2023-09-15 13:12:35,R_7WLpzXogOOM4FvX,Somewhat,"Not an artist, but I am an art enthusiast  ",,No,No,Text-to-image models,No,Disagree,Disagree,Disagree,A portion of any profit made,,,Neutral,Neutral,Neutral,50-64,No,Male
2023-09-15 13:05:18,2023-09-15 13:12:53,R_1g6mknajIsKG7Z3,Yes,"Illustration ,Designer ,Music ",,Yes,No,"AI art generally,Large Language Models",No,Strongly agree,Strongly agree,Strongly agree,"I would donate the use of my artwork to train AI art models (no compensation),I don’t need to profit, but I don't want for-profit-companies to profit from my art,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model,A flat fee",,,Strongly agree,Agree,Strongly agree,30-49,No,Male
2023-09-15 13:09:22,2023-09-15 13:12:58,R_2TSgm4nsD2tAjK7,Somewhat,"Photography,Paint,Sculpture ",,No,Yes,AI art generally,Yes,Agree,Agree,Strongly agree,"I would donate the use of my artwork to train AI art models (no compensation),I don't need to profit,A portion of any profit made",,,Strongly agree,Strongly agree,Strongly agree,30-49,No,Male
2023-09-15 13:09:42,2023-09-15 13:14:19,R_3KBCgX3rjn59SrL,Yes,Drawing,,Yes,No,Large Language Models,Yes,Neutral,Agree,Neutral,I would donate the use of my artwork to train AI art models (no compensation),,,Strongly agree,Strongly agree,Disagree,30-49,No,Male
2023-09-15 13:08:44,2023-09-15 13:14:32,R_3GDGMYQwXtOJC3X,Somewhat,"Graphic design ,Music ",,Yes,No,"AI art generally,Large Language Models,Text-to-image models",Yes,Strongly disagree,Strongly disagree,Strongly disagree,"I would donate the use of my artwork to train AI art models (no compensation),I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art",,,Strongly agree,Agree,Strongly agree,30-49,No,Male
2023-09-15 13:04:50,2023-09-15 13:14:34,R_1r0qPRaSI6GdEgX,Somewhat,"Drawing,Tattoo,Writing ",,Yes,No,Text-to-image models,No,Neutral,Strongly agree,Strongly disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art",,,Strongly agree,Strongly agree,Agree,30-49,No,Male
2023-09-15 13:21:58,2023-09-15 13:24:11,R_3fAUSxPjqUXpaHs,Somewhat,"Photography,Paint,Drawing,Tattoo,Cinematography ",,No,Yes,AI art generally,No,Agree,Neutral,Agree,I don't need to profit,,,Agree,Agree,Agree,18 - 29,Yes,Female
2023-09-15 13:22:21,2023-09-15 13:24:44,R_2CCdnEBe9ehZCJS,Somewhat,Photography,,No,No,AI art generally,No,Neutral,Agree,Strongly agree,I would donate the use of my artwork to train AI art models (no compensation),,,Agree,Agree,Agree,30-49,No,Female
2023-09-15 13:22:25,2023-09-15 13:24:54,R_1LcYPCLIm94E9Mw,Yes,"Photography,Graphic design ",,Yes,Yes,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs)",No,Disagree,Strongly agree,Disagree,A portion of any profit made,,,Agree,Agree,Strongly agree,18 - 29,Yes,Male
2023-09-15 13:22:41,2023-09-15 13:25:04,R_3fVvfH73yl6WpAL,Somewhat,"Photography,Tattoo,Craft,Designer ,Music ,Performance ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",No,Agree,Neutral,Strongly agree,"I would donate the use of my artwork to train AI art models (no compensation),I don’t need to profit, but I don't want for-profit-companies to profit from my art,A portion of any profit made",,,Neutral,Agree,Strongly agree,30-49,Yes,Female
2023-09-15 13:22:50,2023-09-15 13:25:09,R_3My55CGaQ2TbsMO,Yes,"Paint,Drawing,Graphic design ,Illustration ,Craft,Maker,Writing ,Music ",,No,No,AI art generally,No,Disagree,Disagree,Disagree,I would not feel comfortable with any of the options listed above,,,Agree,Strongly disagree,Agree,18 - 29,Yes,Female
2023-09-15 13:23:04,2023-09-15 13:25:10,R_2rGG54glR9nIAeQ,Yes,"Drawing,Tattoo,Graphic design ,Illustration ,Textile ",,Yes,No,AI art generally,I don't know,Agree,Disagree,Strongly agree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I would not feel comfortable with any of the options listed above",,,Agree,Strongly agree,Agree,18 - 29,Yes,Female
2023-09-15 13:08:33,2023-09-15 13:10:46,R_33sgkmF0TSUrpVU,Somewhat,"Photography,Drawing",,Yes,No,AI art generally,No,Neutral,Neutral,Disagree,"A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model",,,Strongly agree,Neutral,Agree,65 or older,No,Male
